GeneID,locus,avg mIFOR,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
TP53BP2,NW_005054434.1:1620046-1655677,11,7,3.2,0.8,0.8,0.19,0.83,no,1,0,0
CDC45,NW_005054330.1:3492396-3504296,14,7,3.4,1.0,1.0,0.04,0.57,no,1,1,0
LOC115949176,NW_005054924.1:29765-34577,18,15,4.0,0.2,0.2,0.52,0.97,no,2,0,0
MLKL,NW_005054343.1:2838434-2844003,50,32,5.4,0.7,0.7,0.22,0.86,no,2,0,0
MME,NW_005054309.1:11295456-11330850,62,63,6.0,0.0,0.0,0.97,1.00,no,2,0,0
PARVA,NW_005054402.1:2389119-2423697,2,2,1.0,-0.2,0.2,0.90,1.00,no,0,0,0
LOC102038858,NW_005054503.1:683250-687169,31,21,4.7,0.5,0.5,0.21,0.85,no,2,0,0
LOC115949454,NW_005063021.1:14-663,5,2,1.8,1.2,1.2,0.16,0.81,no,0,1,0
MTUS1,NW_005054297.1:16242000-16323027,18,8,3.7,1.2,1.2,0.09,0.71,no,1,1,0
SGSH,NW_005054612.1:110722-113418,76,56,6.0,0.4,0.4,0.37,0.93,no,2,0,0
AACS,NW_005054362.1:1566531-1599856,65,51,5.9,0.3,0.3,0.45,0.95,no,2,0,0
ALG3,NW_005054309.1:3592301-3594576,24,15,4.3,0.8,0.8,0.15,0.80,no,2,0,0
LOC102034523,NW_005054383.1:2938760-2940952,1000,951,9.9,0.1,0.1,0.86,1.00,no,2,0,0
LOC106631975,NW_005054453.1:172264-180669,11,5,3.0,1.2,1.2,0.06,0.63,no,1,1,0
EXOC6B,NW_005054603.1:210857-464876,659,1276,9.9,-1.0,1.0,0.05,0.60,no,2,0,0
PRTG,NW_005054313.1:6117647-6197580,1,0,-1.0,0.4,0.4,0.83,0.99,no,0,0,0
OSGIN2,NW_005054344.1:2857392-2877258,26,27,4.7,-0.1,0.1,0.88,1.00,no,2,0,0
RAB28,NW_005054297.1:919032-1000750,4,2,1.6,1.0,1.0,0.24,0.87,no,0,1,0
LOC102035640,NW_005054401.1:1514826-1547954,3,3,1.6,0.3,0.3,0.73,0.99,no,0,0,0
LOC115949163,NW_005054301.1:5192248-5193392,4,2,1.6,1.2,1.2,0.12,0.77,no,0,1,0
NID2,NW_005054303.1:14422196-14444059,9,4,2.7,1.2,1.2,0.17,0.81,no,0,1,0
TLCD3A,NW_005054368.1:3011057-3014264,6,6,2.6,0.3,0.3,0.63,0.98,no,0,0,0
PLEK2,NW_005054301.1:15783251-15793673,20,24,4.5,-0.3,0.3,0.49,0.96,no,2,0,0
TAS1R1,NW_005054446.1:224740-228337,26,17,4.4,0.6,0.6,0.13,0.78,no,2,0,0
USP25,NW_005054432.1:542184-609357,103,76,6.5,0.4,0.4,0.36,0.93,no,2,0,0
LOC115948718,NW_005054487.1:20974-41159,4,5,2.2,-0.5,0.5,0.43,0.95,no,0,0,0
PANK1,NW_005054300.1:8919080-8953624,5,4,2.2,0.3,0.3,0.66,0.98,no,0,0,0
POC1A,NW_005054339.1:2696299-2739149,24,22,4.5,0.1,0.1,0.78,0.99,no,2,0,0
POP1,NW_005054353.1:469562-492509,55,26,5.3,1.1,1.1,0.04,0.57,no,2,1,0
FBXL2,NW_005054364.1:2114158-2164909,12,12,3.6,0.0,0.0,0.97,1.00,no,2,0,0
LOC102036593,NW_005054363.1:2520092-2521150,20,20,4.3,0.0,0.0,0.94,1.00,no,2,0,0
PRKDC,NW_005054305.1:7429521-7512203,36,30,5.0,0.3,0.3,0.58,0.98,no,2,0,0
B3GNT9,NW_005054343.1:2156214-2167196,1,1,0.0,0.2,0.2,0.89,1.00,no,0,0,0
PHF19,NW_005054329.1:2057048-2063033,15,13,3.8,0.2,0.2,0.77,0.99,no,2,0,0
ULK2,NW_005054368.1:3112883-3149478,177,109,7.2,0.7,0.7,0.04,0.56,no,2,0,0
EDARADD,NW_005054348.1:1609567-1625835,39,35,5.2,0.2,0.2,0.70,0.98,no,2,0,0
FUT4,NW_005054302.1:10071628-10075932,10,7,3.1,0.4,0.4,0.51,0.96,no,1,0,0
LOC102039206,NW_005054503.1:688943-704109,33,16,4.6,1.0,1.0,0.01,0.39,no,2,1,0
ANKH,NW_005054340.1:2279433-2384188,36,33,5.1,0.1,0.1,0.80,0.99,no,2,0,0
KIF15,NW_005054361.1:1205464-1237850,16,14,3.9,0.2,0.2,0.71,0.98,no,2,0,0
LOC102034149,NW_005054763.1:15459-16050,10,9,3.2,0.1,0.1,0.91,1.00,no,1,0,0
LOC106632239,NW_005054307.1:6406056-6409726,8,5,2.7,0.6,0.6,0.49,0.96,no,0,0,0
P2RY6,NW_005054530.1:330168-334045,60,31,5.5,1.0,1.0,0.05,0.60,no,2,0,0
SLC2A13,NW_005054354.1:1211987-1353136,22,9,4.0,1.2,1.2,0.01,0.29,no,1,1,0
PATJ,NW_005054345.1:4642243-4772919,2,3,1.3,-0.2,0.2,0.87,1.00,no,0,0,0
ADCK1,NW_005054301.1:4722500-4792924,8,12,3.3,-0.5,0.5,0.38,0.93,no,1,0,0
CCDC91,NW_005054326.1:3756324-3869059,6,5,2.5,0.2,0.2,0.83,0.99,no,0,0,0
DHRS12,NW_005054322.1:5596357-5623856,195,172,7.5,0.2,0.2,0.72,0.98,no,2,0,0
IL23R,NW_005054555.1:448916-466879,15,9,3.6,0.8,0.8,0.28,0.90,no,1,0,0
TNFRSF18,NW_005054450.1:220537-222953,66,29,5.6,1.2,1.2,0.01,0.32,no,2,1,0
ACSS3,NW_005054310.1:1222072-1328512,4,4,2.0,0.0,0.0,0.99,1.00,no,0,0,0
SFRP1,NW_005054535.1:514196-538870,1,2,0.6,-1.1,1.1,0.39,0.94,no,0,1,0
ADGRA3,NW_005054297.1:4044019-4099408,10,8,3.2,0.3,0.3,0.57,0.98,no,1,0,0
CUNH3orf14,NW_005054317.1:4806219-4819966,14,10,3.6,0.4,0.4,0.43,0.95,no,2,0,0
CUNHXorf21,NW_005054540.1:596480-604543,52,43,5.6,0.3,0.3,0.60,0.98,no,2,0,0
DNAJA4,NW_005054313.1:8721144-8726460,13426,12778,13.7,0.1,0.1,0.90,1.00,no,2,0,0
LOC115947923,NW_005054330.1:6122035-6122175,0,0,-3.3,0.0,0.0,0.84,NA,no,0,0,0
IL12RB1,NW_005054551.1:522008-525397,2,1,0.6,1.1,1.1,0.25,0.87,no,0,1,0
INSIG1,NW_005054424.1:2065532-2075086,126,76,6.7,0.7,0.7,0.05,0.62,no,2,0,0
LOC102032799,NW_005054454.1:1618748-1624843,18,10,3.8,0.8,0.8,0.10,0.72,no,2,0,0
TTC39B,NW_005054323.1:5734614-5785221,21,15,4.2,0.4,0.4,0.40,0.94,no,2,0,0
NDC80,NW_005054305.1:664936-682193,8,11,3.2,-0.6,0.6,0.19,0.83,no,1,0,0
TMEM243,NW_005054409.1:1553535-1557485,2,2,1.0,-0.1,0.1,0.88,1.00,no,0,0,0
ARL4C,NW_005054637.1:169532-171005,66,28,5.6,1.2,1.2,0.05,0.60,no,2,1,0
LOC102040375,NW_005054334.1:5324696-5347335,19,20,4.3,-0.1,0.1,0.88,1.00,no,2,0,0
LOC102044905,NW_005054352.1:487718-488934,0,1,-1.0,-1.2,1.2,0.58,NA,no,0,1,0
LOC115948566,NW_005054434.1:640373-656349,0,0,-3.3,0.0,0.0,0.96,NA,no,0,0,0
LOC115949509,NW_005054303.1:16049433-16049518,2,1,0.6,1.2,1.2,0.33,0.91,no,0,1,0
CFAP73,NW_005054330.1:5553695-5556202,2,2,1.0,0.3,0.3,0.84,0.99,no,0,0,0
CHGA,NW_005054303.1:1048691-1062202,1,0,-1.0,1.0,1.0,0.55,0.97,no,0,0,0
LOC115947979,NW_005054336.1:5100388-5125797,4,4,2.0,-0.2,0.2,0.80,0.99,no,0,0,0
MGST1,NW_005054384.1:1925340-1929054,3645,2226,11.5,0.7,0.7,0.02,0.42,no,2,0,0
PLAU,NW_005054300.1:12824368-12832842,24,13,4.2,1.0,1.0,0.08,0.68,no,2,0,0
SPAG1,NW_005054353.1:1394372-1431809,14,7,3.4,1.0,1.0,0.06,0.64,no,1,0,0
TTBK2,NW_005054312.1:8539-88867,5,4,2.2,0.1,0.1,0.93,1.00,no,0,0,0
ADGRV1,NW_005054352.1:936828-1216851,94,86,6.5,0.1,0.1,0.67,0.98,no,2,0,0
BICD1,NW_005054326.1:6299133-6390136,3,3,1.6,-0.1,0.1,0.85,0.99,no,0,0,0
CHRD,NW_005054309.1:3674649-3681881,7,16,3.5,-1.2,1.2,0.07,0.66,no,1,1,0
KCNN2,NW_005054385.1:2813521-2883979,2,4,1.6,-0.7,0.7,0.48,0.96,no,0,0,0
PALLD,NW_005054297.1:24222090-24406019,9,6,2.9,0.6,0.6,0.25,0.88,no,0,0,0
TCTE1,NW_005054299.1:12845296-12855651,1,1,0.0,-0.3,0.3,0.84,0.99,no,0,0,0
LOC115948144,NW_005054352.1:4588578-4589969,18,15,4.0,0.3,0.3,0.56,0.98,no,2,0,0
LOC115948284,NW_005054370.1:1823203-1823279,2,4,1.6,-0.6,0.6,0.49,0.96,no,0,0,0
CTIF,NW_005054365.1:2934551-3081465,34,24,4.9,0.5,0.5,0.16,0.81,no,2,0,0
LOC102045205,NW_005054524.1:888899-902534,2,2,1.0,-0.1,0.1,0.91,1.00,no,0,0,0
TMEM254,NW_005054300.1:16272392-16277554,15,11,3.7,0.4,0.4,0.47,0.96,no,2,0,0
HIP1R,NW_005054362.1:2504793-2516648,39,28,5.1,0.5,0.5,0.40,0.94,no,2,0,0
LOC102043297,NW_005054331.1:6655033-6655444,28,13,4.4,1.0,1.0,0.05,0.61,no,2,1,0
NPVF,NW_005054333.1:4341144-4344848,0,0,-3.3,0.0,0.0,0.93,NA,no,0,0,0
SIK2,NW_005054447.1:675-14980,70,50,5.9,0.5,0.5,0.31,0.91,no,2,0,0
GTPBP6,NW_005054342.1:4215380-4226293,13,8,3.4,0.7,0.7,0.33,0.91,no,1,0,0
LOC102039968,NW_005054299.1:17406637-17412354,14,10,3.6,0.6,0.6,0.39,0.94,no,2,0,0
LOC115948327,NW_005054376.1:3523008-3528369,246,273,8.0,-0.2,0.2,0.70,0.98,no,2,0,0
DAAM1,NW_005054303.1:11736174-11809315,7,6,2.7,0.2,0.2,0.74,0.99,no,0,0,0
MFGE8,NW_005054313.1:848708-860002,6,4,2.3,0.8,0.8,0.38,0.94,no,0,0,0
NDUFAF6,NW_005054344.1:5013368-5030883,5,5,2.3,0.0,0.0,0.96,1.00,no,0,0,0
ATP8B2,NW_005054546.1:606557-615209,383,394,8.6,0.0,0.0,0.89,1.00,no,2,0,0
CCR7,NW_005054665.1:164495-171833,197,214,7.7,-0.1,0.1,0.82,0.99,no,2,0,0
LOC102038357,NW_005054491.1:963921-974484,21,20,4.4,0.1,0.1,0.94,1.00,no,2,0,0
LRRC31,NW_005054309.1:8180863-8191715,14,13,3.8,0.1,0.1,0.84,0.99,no,2,0,0
SMIM33,NW_005054532.1:162560-164989,4,2,1.6,0.8,0.8,0.50,0.96,no,0,0,0
GCGR,NW_005054578.1:298101-301747,4,5,2.2,-0.3,0.3,0.70,0.98,no,0,0,0
LOC102032889,NW_005054352.1:4186002-4203101,1,1,0.0,0.9,0.9,0.58,0.98,no,0,0,0
GALNT2,NW_005054348.1:4210475-4284857,22,16,4.2,0.5,0.5,0.29,0.90,no,2,0,0
LOC115947681,NW_005054309.1:12093890-12097500,16,12,3.8,0.4,0.4,0.39,0.94,no,2,0,0
CHST13,NW_005054317.1:7674578-7681017,75,60,6.1,0.3,0.3,0.29,0.90,no,2,0,0
LOC115948849,NW_005054558.1:458492-462623,5,3,2.0,0.6,0.6,0.40,0.94,no,0,0,0
TNFRSF9,NW_005054446.1:563655-566892,4,3,1.8,0.5,0.5,0.48,0.96,no,0,0,0
AOX1,NW_005054298.1:25255629-25294408,4,2,1.6,1.1,1.1,0.30,0.90,no,0,1,0
CCDC78,NW_005054383.1:1564978-1583959,4,8,2.6,-1.1,1.1,0.22,0.85,no,0,1,0
ANK2,NW_005054536.1:274129-423741,1,1,0.0,-0.4,0.4,0.78,0.99,no,0,0,0
LOC102034810,NW_005054551.1:67559-118318,110,97,6.7,0.2,0.2,0.72,0.98,no,2,0,0
LOC102043103,NW_005055018.1:10093-16695,4,3,1.8,0.5,0.5,0.50,0.96,no,0,0,0
RAB30,NW_005054302.1:13344825-13386281,34,31,5.0,0.1,0.1,0.69,0.98,no,2,0,0
WARS2,NW_005054320.1:7189225-7228549,10,8,3.2,0.3,0.3,0.67,0.98,no,1,0,0
BUB1,NW_005054341.1:4629594-4641775,699,643,9.4,0.1,0.1,0.80,0.99,no,2,0,0
LOC102045296,NW_005054331.1:1854092-1857744,5,3,2.0,0.6,0.6,0.41,0.94,no,0,0,0
MIB2,NW_005054449.1:344620-388564,380,274,8.4,0.5,0.5,0.31,0.91,no,2,0,0
TCF7,NW_005054308.1:2773973-2908365,117,85,6.7,0.4,0.4,0.37,0.93,no,2,0,0
ARSB,NW_005054440.1:525965-589804,298,203,8.0,0.6,0.6,0.15,0.80,no,2,0,0
AZIN2,NW_005054436.1:1551443-1558835,87,78,6.4,0.2,0.2,0.66,0.98,no,2,0,0
PASD1,NW_005054314.1:4418871-4444640,18,8,3.7,1.2,1.2,0.08,0.68,no,1,1,0
SLC18B1,NW_005054392.1:2519874-2536337,6,10,3.0,-0.6,0.6,0.27,0.89,no,1,0,0
SLC45A3,NW_005054472.1:134678-162569,33,24,4.8,0.5,0.5,0.30,0.90,no,2,0,0
RCN1,NW_005054364.1:3966782-3974800,3,1,1.0,0.8,0.8,0.47,0.96,no,0,0,0
CAMK2B,NW_005054674.1:126511-144142,72,85,6.3,-0.3,0.3,0.59,0.98,no,2,0,0
RASGRP1,NW_005054301.1:14014293-14051781,128,85,6.7,0.6,0.6,0.19,0.83,no,2,0,0
AXIN2,NW_005054498.1:965808-989896,7,7,2.8,0.0,0.0,0.99,1.00,no,0,0,0
CHMP4C,NW_005054344.1:33512-50652,3,4,1.8,-0.2,0.2,0.81,0.99,no,0,0,0
GRM4,NW_005054512.1:472741-501216,6,5,2.5,0.2,0.2,0.76,0.99,no,0,0,0
LOC102043043,NW_005054821.1:60718-65219,8,6,2.8,0.5,0.5,0.37,0.93,no,0,0,0
LOC115948462,NW_005054403.1:1161755-1168175,1,1,0.0,0.3,0.3,0.88,1.00,no,0,0,0
CEP192,NW_005054350.1:3462534-3518004,86,56,6.1,0.6,0.6,0.12,0.77,no,2,0,0
NKTR,NW_005054474.1:575765-614144,73,66,6.1,0.1,0.1,0.77,0.99,no,2,0,0
GPC4,NW_005054569.1:208778-246012,4,8,2.6,-1.1,1.1,0.19,0.83,no,0,1,0
LOC115948902,NW_005054605.1:147636-147764,12,26,4.2,-1.1,1.1,0.04,0.54,no,2,1,0
FBLIM1,NW_005054475.1:610572-614013,4,8,2.6,-0.8,0.8,0.23,0.86,no,0,0,0
LOC102032821,NW_005054304.1:12004017-12006371,154,118,7.1,0.4,0.4,0.40,0.94,no,2,0,0
LOC115948317,NW_005054373.1:3531908-3531994,3,3,1.6,-0.2,0.2,0.79,0.99,no,0,0,0
GSDME,NW_005054333.1:4530056-4555259,11,6,3.1,0.9,0.9,0.20,0.84,no,1,0,0
LOC102033854,NW_005054441.1:1194444-1209012,13,13,3.7,0.0,0.0,0.94,1.00,no,2,0,0
LOC115949329,NW_005055822.1:553-1195,28,39,5.1,-0.5,0.5,0.19,0.83,no,2,0,0
P4HA3,NW_005054627.1:355983-361686,454,428,8.8,0.1,0.1,0.85,0.99,no,2,0,0
PDK1,NW_005054298.1:18727738-18740680,106,107,6.7,0.0,0.0,0.96,1.00,no,2,0,0
AMACR,NW_005054480.1:39197-56808,13,11,3.6,0.3,0.3,0.65,0.98,no,2,0,0
LIMD1,NW_005054361.1:848557-875981,31,16,4.6,0.9,0.9,0.09,0.70,no,2,0,0
LOC102032646,NW_005054297.1:1842950-1865599,9,6,2.9,0.7,0.7,0.34,0.92,no,0,0,0
USP2,NW_005054593.1:37050-42225,0,0,-3.3,0.0,0.0,0.87,NA,no,0,0,0
EOMES,NW_005054351.1:2658535-2660850,9,6,2.9,0.6,0.6,0.50,0.96,no,0,0,0
LOC115949024,NW_005054689.1:59180-65787,36,58,5.6,-0.7,0.7,0.14,0.78,no,2,0,0
BRIP1,NW_005054368.1:2312167-2358458,213,249,7.9,-0.2,0.2,0.55,0.97,no,2,0,0
LOC102035288,NW_005054343.1:4309330-4313604,396,249,8.3,0.7,0.7,0.15,0.80,no,2,0,0
LOC115949075,NW_005054741.1:12763-14684,17,23,4.3,-0.5,0.5,0.44,0.95,no,2,0,0
RTN4RL1,NW_005054387.1:2234673-2236124,3,4,1.8,-0.1,0.1,0.92,1.00,no,0,0,0
ZDHHC8,NW_005054330.1:2664153-2774055,10,9,3.2,0.1,0.1,0.88,1.00,no,1,0,0
CRYM,NW_005054319.1:4512389-4522567,15,8,3.5,1.0,1.0,0.07,0.66,no,1,0,0
LOC102039375,NW_005054483.1:692765-702252,5,7,2.6,-0.5,0.5,0.44,0.95,no,0,0,0
RASAL1,NW_005054483.1:14055-17695,5,4,2.2,0.4,0.4,0.67,0.98,no,0,0,0
ZDHHC4,NW_005054399.1:1894835-1903372,23,12,4.1,0.9,0.9,0.10,0.73,no,2,0,0
CENPJ,NW_005054302.1:3981670-3997448,5,11,3.0,-1.2,1.2,0.01,0.38,no,1,1,0
LOC102034358,NW_005054441.1:1395905-1435882,44,52,5.6,-0.2,0.2,0.55,0.97,no,2,0,0
LOC102037366,NW_005054312.1:3373589-3381644,4,6,2.3,-0.5,0.5,0.53,0.97,no,0,0,0
LOC115948498,NW_005054416.1:2543190-2543678,33,51,5.4,-0.7,0.7,0.20,0.84,no,2,0,0
MYH11,NW_005054319.1:5906366-5960582,34,67,5.7,-1.0,1.0,0.04,0.56,no,2,0,0
CD36,NW_005054595.1:180055-206594,31,16,4.6,0.9,0.9,0.14,0.78,no,2,0,0
LOC102031850,NW_005054436.1:166293-170855,55,38,5.5,0.5,0.5,0.27,0.89,no,2,0,0
TTLL7,NW_005054336.1:302516-368363,10,11,3.4,-0.2,0.2,0.71,0.98,no,2,0,0
JAK3,NW_005054491.1:1207314-1218534,411,364,8.6,0.2,0.2,0.69,0.98,no,2,0,0
KANK1,NW_005054462.1:808011-925350,1,1,0.0,0.4,0.4,0.75,0.99,no,0,0,0
PARPBP,NW_005054326.1:4612080-4652560,16,11,3.8,0.5,0.5,0.27,0.89,no,2,0,0
VGLL1,NW_005054349.1:47279-55782,6,8,2.8,-0.5,0.5,0.37,0.93,no,0,0,0
LOC115948812,NW_005054533.1:25784-30724,0,0,-3.3,0.0,0.0,0.85,NA,no,0,0,0
WDR3,NW_005054320.1:6774020-6793377,415,381,8.6,0.1,0.1,0.63,0.98,no,2,0,0
LOC115948556,NW_005054428.1:78857-78927,25,25,4.6,0.0,0.0,0.98,1.00,no,2,0,0
LOC102040766,NW_005054309.1:3658612-3660620,18,22,4.3,-0.3,0.3,0.52,0.97,no,2,0,0
LOC102043275,NW_005055190.1:621-6836,151,91,6.9,0.7,0.7,0.10,0.74,no,2,0,0
LOC115947959,NW_005054334.1:640915-650974,12,10,3.5,0.2,0.2,0.61,0.98,no,2,0,0
NUDT5,NW_005054409.1:351312-363447,1627,2091,10.9,-0.4,0.4,0.44,0.95,no,2,0,0
HEBP2,NW_005054357.1:3427150-3432282,12,9,3.4,0.5,0.5,0.32,0.91,no,1,0,0
LOC102036880,NW_005054349.1:5235301-5250297,100,90,6.6,0.1,0.1,0.71,0.98,no,2,0,0
LOC102045094,NW_005054450.1:859739-869113,3,1,1.0,1.2,1.2,0.23,0.86,no,0,1,0
VPS33B,NW_005054366.1:3579686-3596437,367,448,8.7,-0.3,0.3,0.28,0.90,no,2,0,0
VWA3A,NW_005054319.1:4439917-4462643,14,11,3.6,0.4,0.4,0.51,0.96,no,2,0,0
FNDC10,NW_005054449.1:312130-318361,3,5,2.0,-0.6,0.6,0.50,0.96,no,0,0,0
IPCEF1,NW_005054316.1:8066970-8102420,79,47,6.0,0.8,0.8,0.04,0.58,no,2,0,0
FASLG,NW_005054421.1:1328633-1334442,16,17,4.0,-0.1,0.1,0.90,1.00,no,2,0,0
ABCC3,NW_005054370.1:3438126-3474751,112,89,6.7,0.3,0.3,0.36,0.93,no,2,0,0
LOC102043930,NW_005054783.1:66863-75572,4,2,1.6,0.9,0.9,0.27,0.89,no,0,0,0
LOC115949288,NW_005055423.1:22-5481,22,21,4.4,0.1,0.1,0.85,0.99,no,2,0,0
LRRCC1,NW_005054344.1:1267561-1286238,19,16,4.1,0.2,0.2,0.61,0.98,no,2,0,0
LOC102039056,NW_005054304.1:16401401-16412935,82,37,5.9,1.2,1.2,0.04,0.56,no,2,1,0
LOC115949575,NW_005054307.1:5183677-5200006,6,7,2.7,-0.1,0.1,0.89,1.00,no,0,0,0
CHRNB3,NW_005054355.1:4716605-4728332,10,7,3.1,0.6,0.6,0.32,0.91,no,1,0,0
KIF21B,NW_005054425.1:1573633-1605447,896,924,9.8,0.0,0.0,0.91,1.00,no,2,0,0
LOC102033574,NW_005054738.1:17690-18979,2,1,0.6,0.9,0.9,0.56,0.98,no,0,0,0
LOC102043437,NW_005054678.1:79915-83479,1198,1067,10.1,0.2,0.2,0.65,0.98,no,2,0,0
TEX14,NW_005054368.1:2807176-2839902,50,30,5.3,0.7,0.7,0.10,0.73,no,2,0,0
CSPG4,NW_005054313.1:9909821-9923593,6,3,2.2,1.1,1.1,0.28,0.90,no,0,1,0
LOC102034198,NW_005054515.1:223600-234823,23,17,4.3,0.4,0.4,0.39,0.94,no,2,0,0
LOC102043261,NW_005054504.1:947015-955520,3,4,1.8,-0.3,0.3,0.68,0.98,no,0,0,0
LOC115947778,NW_005054314.1:8000416-8000550,3,2,1.3,0.5,0.5,0.60,0.98,no,0,0,0
SCUBE3,NW_005054512.1:202234-231109,4,4,2.0,-0.2,0.2,0.81,0.99,no,0,0,0
EFHD1,NW_005054609.1:435915-444578,57,128,6.5,-1.2,1.2,0.02,0.44,no,2,1,0
KANK4,NW_005054345.1:4779645-4788116,28,19,4.6,0.5,0.5,0.40,0.94,no,2,0,0
LOC115948555,NW_005054428.1:79996-80126,13,9,3.5,0.7,0.7,0.22,0.85,no,1,0,0
LOC102032146,NW_005054762.1:9876-16882,14697,14183,13.8,0.1,0.1,0.89,1.00,no,2,0,0
LOC102037694,NW_005054685.1:62983-64553,7,3,2.3,1.1,1.1,0.14,0.79,no,0,1,0
LOC115948695,NW_005054300.1:4289648-4299761,40,90,6.0,-1.2,1.2,0.10,0.73,no,2,1,0
PXN,NW_005054330.1:6072330-6094344,322,198,8.0,0.7,0.7,0.12,0.77,no,2,0,0
LOC102034651,NW_005054684.1:63012-79729,1,0,-1.0,1.2,1.2,0.70,NA,no,0,1,0
LOC102035770,NW_005056066.1:1772-4576,52,61,5.8,-0.2,0.2,0.50,0.96,no,2,0,0
LOC115948735,NW_005054300.1:16952197-16965025,2,2,1.0,0.1,0.1,0.91,1.00,no,0,0,0
NUP210,NW_005054645.1:184209-238058,170,142,7.3,0.3,0.3,0.55,0.97,no,2,0,0
HMMR,NW_005054308.1:482175-494729,13,13,3.7,0.0,0.0,0.97,1.00,no,2,0,0
PIK3C2B,NW_005054681.1:74455-97480,42,50,5.5,-0.3,0.3,0.44,0.95,no,2,0,0
SYNGR3,NW_005054399.1:1562488-1572572,254,193,7.8,0.4,0.4,0.40,0.94,no,2,0,0
VAT1,NW_005054559.1:415154-422324,197,160,7.5,0.3,0.3,0.30,0.90,no,2,0,0
EEF1AKMT4,NW_005054309.1:3596271-3599335,4,2,1.6,0.8,0.8,0.37,0.93,no,0,0,0
NUSAP1,NW_005054312.1:1473613-1488556,42,32,5.2,0.4,0.4,0.39,0.94,no,2,0,0
B3GNT4,NW_005054362.1:3079949-3081747,29,26,4.8,0.2,0.2,0.75,0.99,no,2,0,0
DHRS11,NW_005054368.1:1650919-1661502,27,20,4.6,0.4,0.4,0.21,0.85,no,2,0,0
GABRA1,NW_005054308.1:949931-986933,0,0,-3.3,0.0,0.0,1.00,NA,no,0,0,0
LOC102039094,NW_005054414.1:1555202-1566597,15,10,3.6,0.5,0.5,0.44,0.95,no,2,0,0
PGM3,NW_005054328.1:4574277-4581944,61,38,5.6,0.7,0.7,0.11,0.74,no,2,0,0
SLC4A7,NW_005054351.1:2497707-2555452,28,20,4.6,0.5,0.5,0.35,0.92,no,2,0,0
LACC1,NW_005054322.1:2577741-2584907,52,24,5.2,1.1,1.1,0.06,0.63,no,2,1,0
PATZ1,NW_005054330.1:6493288-6516816,1,3,1.0,-1.1,1.1,0.27,0.89,no,0,1,0
RPS6KL1,NW_005054301.1:6167986-6174318,17,18,4.1,-0.1,0.1,0.88,1.00,no,2,0,0
SORD,NW_005054398.1:1800981-1816709,18,23,4.4,-0.3,0.3,0.49,0.96,no,2,0,0
CCNB3,NW_005054504.1:959064-963645,9,9,3.2,0.0,0.0,0.99,1.00,no,0,0,0
CRACR2A,NW_005054690.1:36730-78661,16,14,3.9,0.3,0.3,0.73,0.98,no,2,0,0
SH3BP2,NW_005054372.1:954319-983611,55,43,5.6,0.4,0.4,0.46,0.96,no,2,0,0
AMH,NW_005054441.1:46709-50896,23,38,4.9,-0.8,0.8,0.09,0.70,no,2,0,0
KBTBD11,NW_005054413.1:2534137-2541909,42,33,5.2,0.4,0.4,0.51,0.96,no,2,0,0
LOC115949416,NW_005059045.1:512-1672,0,0,-3.3,0.0,0.0,0.95,NA,no,0,0,0
SKA1,NW_005054365.1:3728474-3744471,6,5,2.5,0.2,0.2,0.74,0.99,no,0,0,0
LOC102042119,NW_005054314.1:4104407-4148900,10,15,3.6,-0.5,0.5,0.33,0.91,no,2,0,0
LOC115948963,NW_005054649.1:17905-18760,255,270,8.0,-0.1,0.1,0.82,0.99,no,2,0,0
GART,NW_005054454.1:634737-667130,35,36,5.1,-0.1,0.1,0.86,1.00,no,2,0,0
GXYLT2,NW_005054317.1:944997-960393,38,20,4.9,0.9,0.9,0.13,0.77,no,2,0,0
LOC102035864,NW_005054358.1:1822460-1835129,71,36,5.7,1.0,1.0,0.06,0.62,no,2,0,0
SLC27A6,NW_005054355.1:3246001-3286192,0,1,-1.0,-0.7,0.7,0.76,0.99,no,0,0,0
KIF18A,NW_005054429.1:1464336-1494322,31,26,4.8,0.3,0.3,0.50,0.96,no,2,0,0
NECAB1,NW_005054344.1:3173685-3229865,0,0,-3.3,0.0,0.0,0.90,NA,no,0,0,0
STBD1,NW_005054520.1:639474-640741,2,1,0.6,0.8,0.8,0.40,0.94,no,0,0,0
TPRKB,NW_005054354.1:753937-756182,17,16,4.0,0.1,0.1,0.91,1.00,no,2,0,0
LOC115948223,NW_005054362.1:3087998-3090832,10,12,3.5,-0.2,0.2,0.68,0.98,no,2,0,0
PARD6G,NW_005054311.1:8036282-8096006,11,15,3.7,-0.4,0.4,0.59,0.98,no,2,0,0
PPAT,NW_005054297.1:14362784-14373607,30,28,4.9,0.0,0.0,0.92,1.00,no,2,0,0
CD3E,NW_005054447.1:542651-546108,708,654,9.4,0.1,0.1,0.80,0.99,no,2,0,0
LOC102038430,NW_005054559.1:94235-101677,3,4,1.8,-0.4,0.4,0.63,0.98,no,0,0,0
LOC115948845,NW_005054554.1:564413-566965,48,42,5.5,0.2,0.2,0.62,0.98,no,2,0,0
NAPRT,NW_005054587.1:535534-541318,39,47,5.4,-0.3,0.3,0.54,0.97,no,2,0,0
TUFT1,NW_005054778.1:4597-13093,11,13,3.6,-0.2,0.2,0.67,0.98,no,2,0,0
