Order,Page ,Date ,island,Location,Species,band,Recap,Colors,Sex,Plumage,CP/BP,Bill Length,Bill Depth,Bill Width,Tarsus,Wing Chord,Mass,Nest ID ,Parent,Blood,Plasma,Slide ,Sperm,Park Blood,Trizol Blood,Molt,POX,HCT 1 ,HCT 2 ,HMCT %,Notes
,,13-Feb-19,,CDRS,FOR,SM1197,0,,F,0,,11.49,11.11,9.97,21.16,67,20.3,,,,,,,,,,I,,,,
,,13-Feb-19,,CDRS,CRA,SM1198,0,,M,4,,10.46,12.06,10.05,25.27,82.5,31.6,,,,,,,,,,I,,,,
,,13-Feb-19,,CDRS,CRA,RH0536,1,,M,5,,10.82,11.31,10.44,27.69,81,32.4,,,,,,,,,,R,,,,missing nail
,,13-Feb-19,,CDRS,CRA,SM1199,0,,M,2,,10.54,12.15,10.24,26.06,81.5,32,,,,,,,,,,I,,,,small lesion foot pad
,,13-Feb-19,,CDRS,CRA,SM1200,0,,M,4,,11.31,12.25,9.86,26.69,82.5,31.6,,,,,,,,,,I,,,,
,,13-Feb-19,,CDRS,CRA,PP1A493,1,,M,4,,10.89,13.22,10.08,24.73,84,33.7,,,,,,,,,,I-R,,,,"scars on tarsi, swollen feet"
,,13-Feb-19,,CDRS,CRA,SM1201,0,,M,5,,10.27,11.81,10.11,26.73,84,31.1,,,,,,,,,,R,,,,missing talon
,,13-Feb-19,,CDRS,FOR,SM1202,0,,F,0,BP3,10.88,9.55,8.9,22.46,68,19.2,,,,,,,,,,I-R,,,,missing toes
,,13-Feb-19,,CDRS,FUL,SM047,0,,F,0,,8.57,7.51,6.86,18.54,59,13.7,,,,,,,,,,U,,,,
,,13-Feb-19,,CDRS,CRA,SM1203,0,,M,4,,10.26,11.86,9.78,25.09,82.5,33.2,,,,,,,,,,R,,,,missing toe
,,13-Feb-19,,CDRS,CRA,PP1A365,1,,M,4,,10.91,11.89,9.77,25.92,82.5,33.2,,,,,,,,,,U,,,,small lesion? 
,,13-Feb-19,,CDRS,FOR,SM1204,0,,M,4,,11.28,11.41,9.27,19.85,69,19.8,,,,,,,,,,I,,,,Lesion on toe
,,13-Feb-19,,CDRS,CRA,SM1205,0,,U,1,,10.33,11.3,9.09,25.98,82.5,31.8,,,,,,,,,,I,,,,small lesions on feet
,,13-Feb-19,,CDRS,CRA,SM1206,0,,M,,,10.31,12.09,9.65,25.15,83,31.9,,,,,,,,,,U,,,,
,,13-Feb-19,,CDRS,CRA,SM1207,0,,F,0,BP,10.25,11.14,9.04,23.45,76,30.2,,,,,,,,,,U,,,,
,,13-Feb-19,,CDRS,GAMO,DC763,0,,M,,CP1,15.75,,,34.03,110,48.1,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1208,0,,U,0,BP0,10.38,12.2,7.96,19.86,66,16.9,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,SM048,0,,M,3,BP4,8.41,7.5,6.79,18,58.5,13.6,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1209,0,,F,0,CP3,11.46,10.27,8.72,18.9,65,19.2,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1210,0,,M,3,BP4,12.59,14.02,11.57,19.69,72.5,26.6,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1211,0,,F,0,BP5,13,13.55,10.67,21,72,26.2,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,SCA,LF0921,1,,F,0,,15.42,18.95,7.4,20.27,65,21.5,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,(SM049),0,,M,4,,8.96,7.74,6.53,18.2,62,16.5,,,,,,,,,,U,,,,Forgot band
,,14-Feb-19,,EG,FOR,SM1212,0,,M,3,,11.54,10.42,7.98,18.85,65,18.7,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,SM050,0,,U,0,,8.28,6.86,5.73,18.49,56.5,12.1,,,,,,,,,,I,,,,small lesion on foot
,,14-Feb-19,,EG,FUL,SM051,0,,U,0,,9.51,7.32,6.49,17.76,60,,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,SM052,0,,M,3,,9.53,8.3,7.08,18.77,64.5,14.9,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,SM053,0,,U,0,BP0,8.83,7.5,6.56,17.09,59.5,14,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,SM055,0,,M,2,,8.35,7.71,6.63,18.13,62.5,14.9,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SH1413,1,,M,5,,11.84,12.05,9.75,19.69,69,22.1,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,SM056,0,,M,5,,8.16,7.6,6.66,18.65,61,14.4,,,,,,,,,,R,,,,Missing toe
,,14-Feb-19,,EG,FOR,SM1213,0,,F,0,BP3,11.17,10.76,9.25,19.13,67,21.5,,,,,,,,,,I,,,,small lesion tarsus
,,14-Feb-19,,EG,FOR,SH1414,1,,M,5,,13.32,14.32,10.87,21.59,74,24.5,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1214,0,,F,0,BP5,13.06,12.83,9.74,18.41,71,24.3,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1215,0,,F,0,BP4,11.24,10.86,8.65,18.92,67,20.8,,,,,,,,,,R,,,,Missing nail
,,14-Feb-19,,EG,FUL,SM057,0,,M,1,,8.96,7.22,5.96,16.85,59.5,14.8,,,,,,,,,,R,,,,missing toe
,,14-Feb-19,,EG,FUL,SM058,0,,M,5,,9.41,7.92,6.53,18.36,62.5,17,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1216,0,,F,0,BP4,12.14,10.45,9.13,21.1,66,21.4,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1217,0,,F,0,BP4,11.23,10.64,8.88,17.42,63,21.3,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,LF0103,1,,M,4,,11.04,10.09,8.91,21.31,67,18.6,,,,,,,,,,I,,,,missing toe lesion on toe 
,,14-Feb-19,,EG,PAR,SM059,0,,U,0,,6.9,7.02,6.52,19.8,59,12.9,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,SM060,0,,M,4,,8.7,7.26,7.12,19.86,64,15.3,,,,,,,,,,R,,,,missing toe
,,14-Feb-19,,EG,GAMO,DC764,0,RYRS,F,,BP5,14.94,,,31.68,100,,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1219,0,,F,0,BP3,12.15,11.07,9.32,21.02,67,23.1,,,,,,,,,,I,,,,"Lesion on leg, missing toe"
,,14-Feb-19,,EG,FOR,SM1218,0,,F,0,,10.35,9.93,9.08,19.91,64,20.2,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FUL,JP9650,1,,M,5,,9.09,6.53,7.71,18.44,64,14.4,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,GAMO,DC765,0,,M,0,,15.13,,,32.57,105,46.2,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,FOR,SM1220,0,,M,3,,11.59,12.32,10.9,21.72,69,23,,,,,,,,,,U,,,,
,,14-Feb-19,,EG,CRA,SM1221,0,,M,5,,10.81,11.46,9.46,25.83,80,32,,,,,,,,,,I,,,,Pox on leg
,,15-Feb-19,,EG,FOR,SM1222,0,,F,0,BP5,9.96,8.06,7.01,16.94,60,17,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FOR,SM1223,0,,F,0,BP5,10.65,9.72,8.19,18.53,62.5,16,,,,,,,,,,R,,,,missing two toes
,,15-Feb-19,,EG,FOR,SM1224,0,,M,5,,11.97,12.36,9.86,20.5,70.5,21.2,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM062,0,,F,0,BP4,8.13,7.3,6.6,18.57,60.5,14.29,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FOR,SM1225,0,,F,0,BP5,11.52,10.72,8.35,19.09,64.5,31.9,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM063,0,,M,5,,9.06,8.34,7.4,19.14,63,15.3,,,,,,,,,,I,,,,
,,15-Feb-19,,EG,FUL,SM064,0,,M,5,,8.09,8.1,6.95,18.29,60.5,14.4,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FOR,SM1226,0,,F,0,BP5,12.85,13.28,11.04,21.75,69.5,24.5,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM065,0,,F,0,BP5,9.16,7.69,6.4,17.27,58,12.2,,,,,,,,,,R,,,,missing nail
,,15-Feb-19,,EG,FUL,SM066,0,,M,5,,8.15,7.35,7.31,18.06,64,14.4,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM067,0,,M,5,,8.09,7.74,6.67,17.86,60.5,13.8,,,,,,,,,,U,,,,swollen foot
,,15-Feb-19,,EG,FUL,SM068,0,,F,0,BP5,8.02,7.32,5.92,16.87,59,12.7,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM069,0,,M,4,,8.64,8.13,7.26,19.02,62,15.6,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM070,0,,M,5,,9.23,8.26,7.1,18.46,64.5,14.8,,,,,,,,,,R,,,,missing nail
,,15-Feb-19,,EG,FUL,SM071,0,,F,0,BP5,8.95,7.49,6.83,18.85,60,14.2,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,GAMO,DC766,0,WBkSBk,M,,CP2,14.73,,,34.99,108,45.5,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FOR,SM1227,0,,M,2,,11.71,11.41,9.72,19.45,69,21.4,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FOR,JP1722,1,,M,4,,12.13,12.34,10.55,23.71,74,23.3,,,,,,,,,,R,,,,missing two toes
,,15-Feb-19,,EG,FOR,SM1228,0,,M,1,,11.36,10.34,9.24,19.98,69,19.3,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM073,0,,F,0,BP5,8.75,7.52,6.98,20.71,59,13.8,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FOR,SM1229,0,,F,0,,13.4,13.65,11.43,21.36,75,22.5,,,,,,,,,,R,,,,no preen oil
,,15-Feb-19,,EG,FUL,SM072,0,,F,0,BP4,8.69,7.34,7.28,18.06,60,13.9,,,,,,,,,,U,,,,missing toe
,,15-Feb-19,,EG,FOR,SM1230,0,,F,0,,11.15,10.55,9.94,19.53,65,22.3,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM074,0,,M,3,,8.69,6.99,6.62,19.64,60,13.7,,,,,,,,,,U,,,,
,,15-Feb-19,,EG,FUL,SM075,0,,F,0,,8.17,7.08,6.67,19.26,56,13.7,,,,,,,,,,I,,,,Lesions on feet
,,15-Feb-19,,EG,GAMO,DC706,1,GOGS,F,0,,15.34,,,33.08,107,43.3,,,,,,,,,,U,,,,
,,18-Feb-19,,CDRS,GAMO,DC767,0,S-YY,F,0,BP5,14.46,,,33.92,100,40.4,,,,,,,,,,U,,,,
,,18-Feb-19,,CDRS,FOR,SM1231,0,,M,2,,12.92,11.67,9.34,21.81,69,22.1,,,,,,,,,,I,,,,
,,18-Feb-19,,CDRS,FOR,SM1232,0,,M,5,,11.39,11.79,9.6,18.5,72,21.1,,,,,,,,,,I,,,,"Lesions on two toes, missing toe"
,,18-Feb-19,,CDRS,FOR,SM1233,0,,F,0,BP5,9.31,9.95,8.01,18.04,64,17.2,,,,,,,,,,U,,,,
,,18-Feb-19,,CDRS,CRA,LF0471,1,,F,0,,10.66,11.58,9.27,23.98,80,31,,,,,,,,,,U,,,,
,,18-Feb-19,,CDRS,CRA,SM1234,0,,F,0,,10.44,11.42,8.51,22.75,75,26.9,,,,,,,,,,I,,,,
,,18-Feb-19,,CDRS,CRA,RHF004,1,,M,5,,10.26,11.55,9.52,24.69,81,28.5,,,,,,,,,,I,,,,Changed band for SM1235 (better fit)
,,18-Feb-19,,CDRS,CRA,JP4481,1,,M,4,,10.7,12.27,9.9,26.41,85,29.8,,,,,,,,,,I,,,,
,,18-Feb-19,,CDRS,CRA,SM1236,0,,M,5,,10.35,11.34,8.75,24.17,84.5,30.4,,,,,,,,,,R,,,,Swollen tarsus 
,,18-Feb-19,,CDRS,FOR,SM1237,0,,M,4,,11.05,11.15,8.77,20.94,70,19.3,,,,,,,,,,I,,,,
,,18-Feb-19,,CDRS,CRA,SM1238,0,,M,4,CP3,10.12,11.78,9.36,25.16,81,32.3,,,,,,,,,,I,,,,Lesion emerging?
,,18-Feb-19,,CDRS,CRA,SM1239,0,,M,4,CP1,10.7,12.19,10.24,26.59,83,29.3,,,,,,,,,,I,,,,Lesion on toe
,,18-Feb-19,,CDRS,CRA,RHC522,1,,M,5,,10.79,12.18,10.33,24.91,80,29.3,,,,,,,,,,U,,,,
,,18-Feb-19,,CDRS,CRA,SM1240,0,,M,5,,11.12,12.38,9.73,25.37,80.5,36.1,,,,,,,,,,U,,,,
,,18-Feb-19,,CDRS,CRA,SM1241,0,,M,5,,10.29,12.02,9.59,25.39,82,35.2,,,,,,,,,,I,,,,
,,18-Feb-19,,CDRS,FOR,SM1242,0,,F,0,,12.08,12.4,9.5,19.92,69,23.6,,,,,,,,,,R,,,,"BP5, Lesion healing"
,,18-Feb-19,,CDRS,SCA,SM1162,1,,U,0,,12.37,8.66,8,20.53,69,20.6,,,,,,,,,,I,,,,"Juvenile, new lesions"
,,18-Feb-19,,CDRS,CRA,SM1243,0,,M,3,,10.64,12.16,9.83,25.2,81,24.4,,,,,,,,,,I,,,,Recently lost toe
,,18-Feb-19,,CDRS,CRA,JP5870,1,,F,0,,9.86,11.43,8.64,23.8,77,30.3,,,,,,,,,,R,,,,missing nail
,,18-Feb-19,,CDRS,FOR,SM1244,0,,M,5,,12.51,13.67,10.85,20.48,74.5,22.8,,,,,,,,,,R,,,,new lesion? Missing nail LYSIS BUFFER FORGOTTEN FOR A WEEK
,,18-Feb-19,,CDRS,FOR,SM1245,0,,F,0,,11.85,11.18,8.75,17.55,66,20.5,,,,,,,,,,I,,,,"lesions on face, abdomen, feet"
,,18-Feb-19,,CDRS,PAR,RHC097,1,,M,1,,7.56,7.42,6.44,18.71,63,,,,,,,,,,,U,,,,
,,18-Feb-19,,CDRS,CRA,SM1246,0,,M,4,,10.63,11.76,9.83,24.71,81,29,,,,,,,,,,I,,,,small lesion
,,19-Feb-19,,CDRS,GAMO,DC768,0,,U,,,14.86,,,35.27,101,39.2,,,,,,,,,,I,,,,
,,19-Feb-19,,CDRS,FUL,SM076,0,,F,0,BP4,8.3,7.04,6.18,20.83,60,13.1,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,FOR,SM1247,0,,F,0,,11.52,11.57,8.82,17.24,64.5,17.7,,,,,,,,,,U,,,,small lesion on toe?
,,19-Feb-19,,CDRS,CRA,SM1248,0,,M,0,,10.34,11.4,9.77,23.4,75,29,,,,,,,,,,I,,,,"large lesions all over Right leg and toes, missing nails L leg"
,,19-Feb-19,,CDRS,FOR,SM1249,0,,M,5,,11.76,11.12,9.69,23.38,72,19.2,,,,,,,,,,R,,,,Missing toe R foot
,,19-Feb-19,,CDRS,CRA,SM1250,0,,M,4,,10.56,11.49,9.92,28.51,81,33.5,,,,,,,,,,I,,,,
,,19-Feb-19,,CDRS,CRA,SM1252,0,,F,0,BP3,11.2,11.48,9.95,30.02,81,31.4,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,CRA,SM1253,0,,F,0,,10.45,11.4,9.66,27.81,80,32.7,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,SCA,SM1254,0,,U,0,,13.61,8.04,8.26,24.39,68,20.8,,,,,,,,,,I,,,,"Fledgling recap, no pox ~8 days ago"
,,19-Feb-19,,CDRS,CRA,SM1255,0,,F,0,,11.18,10.76,9.94,28.5,79,26.1,,,,,,,,,,R,,,,"Only 2 toes left foot, missing right toe"
,,19-Feb-19,,CDRS,SCA,SM1256,0,,M,5,,15.89,9,8.91,24.2,72,21.7,,,,,,,,,,R,,,,missing toes
,,19-Feb-19,,CDRS,CRA,SM1257,0,,F,0,BP4,10.55,11.26,9.55,25.95,81,29.4,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,CRA,SM1258,0,,F,0,,10.43,11.32,9.72,26.96,79,28.3,,,,,,,,,,R,,,,missing toes and slightly swollen toe
,,19-Feb-19,,CDRS,CRA,SM1259,0,,F,0,,10.69,11.04,9.22,28.66,79,29.1,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,CRA,SM1260,0,,F,0,,10.51,10.67,9.4,26.1,80,28.1,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,CRA,SM1261,0,,F,0,BP4,10.5,11.55,9.2,25.81,79,32.3,,,,,,,,,,U,,,,small lesion? 
,,19-Feb-19,,CDRS,CRA,JP5616,1,,F,0,BP5,10.41,12.1,9.72,23.35,76,30.9,,,,,,,,,,I,,,,
,,19-Feb-19,,CDRS,FUL,SM077,0,,M,4,CP0,9.54,7.8,6.99,19.18,63,15.4,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,FOR,SM078,0,,M,4,,11.3,12.14,8.97,18.19,70.5,19.1,,,,,,,,,,U,,,,small lesion? Small band
,,19-Feb-19,,CDRS,FOR,SM1262,0,,F,0,BP4,13.22,13.8,11.36,21.12,71,26.3,,,,,,,,,,I,,,,
,,19-Feb-19,,CDRS,FOR,SM1263,0,,M,5,,10.86,11.65,9.45,20.5,72,19.9,,,,,,,,,,R,,,,missing nail
,,19-Feb-19,,CDRS,CRA,SM1264,0,,M,4,,10.65,12.47,10.28,24.75,86.5,33.5,,,,,,,,,,U,,,,
,,19-Feb-19,,CDRS,CRA,SM1265,0,,F,0,BP3,10.46,12.6,9.65,24.87,80,30.6,,,,,,,,,,I,,,,dead toe
,,19-Feb-19,,CDRS,CRA,SM1266,0,,M,1,,10.98,11.65,9.43,25.96,80.5,28.2,,,,,,,,,,I,,,,Small lesions on feet
,,20-Feb-19,,CDRS,GAMO,DC769,0,,U,,,12.42,,,32.38,96.5,42.4,,,,,,,,,,I,,,,"fledgling, pox coming out on tarsus and toes"
,,20-Feb-19,,CDRS,CRA,RHC343,1,,M,4,,11.33,10.67,9.4,26.16,81,,,,,,,,,,,U,,,,
,,20-Feb-19,,CDRS,CRA,SM1267,0,,F,0,BP5,9.72,11.26,9.75,25.57,82,29.1,,,,,,,,,,I,,,,Big pox on hallux and in nares
,,20-Feb-19,,CDRS,CRA,SM1067,1,,M,5,,10.69,12.52,9.84,24.77,80,31.5,,,,,,,,,,I,,,,small lesions on toes
,,20-Feb-19,,CDRS,FOR,SM1103,1,,F,0,,,,,,,,,,,,,,,,,U,,,,
,,20-Feb-19,,CDRS,CRA,SM1268,0,,M,4,,11.15,11.92,9.22,24.56,84.5,30.6,,,,,,,,,,I,,,,
,,20-Feb-19,,CDRS,FOR,SM1269,0,,F,0,BP3,14.8,15.35,12.03,20.13,72,29.4,,,,,,,,,,I,,,,
,,20-Feb-19,,CDRS,PAR,SM079,0,,F,0,BP4,7.67,7.25,6.26,19,60,12.5,,,,,,,,,,U,,,,
,,20-Feb-19,,CDRS,FOR,SM1270,0,,M,3,,11.45,11.68,9.69,19.54,68,20.1,,,,,,,,,,U,,,,
,,20-Feb-19,,CDRS,SCA,SM1162,1,,U,,,,,,,,,,,,,,,,,,I,,,,"third capture, still poxy"
,,20-Feb-19,,CDRS,FUL,SM080,0,,F,0,BP0,9.48,7.46,6.54,20.25,59,14.6,,,,,,,,,,U,,,,
,,20-Feb-19,,CDRS,FOR,SM1271,0,,M,4,,12.83,12.6,10.05,20.99,71,23.3,,,,,,,,,,U,,,,
,,20-Feb-19,,CDRS,FUL,SM081,0,,F,0,,9.07,7.41,6.79,19.24,60,15.1,,,,,,,,,,R,,,,"missing toes, lesion growing"
,,21-Feb-19,,CDRS,FOR,SM1272,0,,M,2,,11.12,11.19,9.13,20.04,62,20.6,,,,,,,,,,U,,,,
,,21-Feb-19,,CDRS,CRA,PP18421,1,,F,0,,10.84,11.84,9.91,23.96,87.5,30,,,,,,,,,,U,,,,
,,21-Feb-19,,CDRS,FUL,SM082,0,,M,5,,9.53,8.26,6.8,18.68,61,14.8,,,,,,,,,,R,,,,
,,21-Feb-19,,CDRS,FOR,SM1273,0,,M,5,,13.54,13.99,10.43,22.14,72,22.7,,,,,,,,,,I,,,,
,,21-Feb-19,,CDRS,CRA,JH139,1,,M,5,,11.04,11,9.57,27.27,82,30.2,,,,,,,,,,U,,,,
,,21-Feb-19,,CDRS,FOR,SM1247,1,,F,0,,11.28,9,9,19.37,65,17.6,,,,,,,,,,U,,,,
,,21-Feb-19,,CDRS,FOR,LF0173,1,,F,0,,12.04,9.88,9.88,21.4,68.5,22,,,,,,,,,,U,,,,preenoil
,,21-Feb-19,,CDRS,MAG,SM1274,0,,F,0,BP3,16.26,14.15,14.15,21.59,75.5,34.7,,,,,,,,,,I-R,,,,"missing nail, small lesion"
,,22-Feb-19,,EG-beach,GAMO,DC770,0,,U,,,15.86,,,31.14,105,42.4,,,,,,,,,,U,,,,fledgling
,,22-Feb-19,,EG-beach,FUL,SM084,0,,U,0,,8.51,7.86,6.39,19.61,61,14.1,,,,,,,,,,U,,,,molting
,,22-Feb-19,,EG-beach,FOR,SM1275,0,,M,2,,11.93,12.49,10.41,20.07,71.5,23.5,,,,,,,,,,I,,,,
,,22-Feb-19,,EG-beach,GAMO,DC771,0,,U,,,14.95,,,30.41,104.5,39.5,,,,,,,,,,U,,,,
,,22-Feb-19,,EG-beach,FOR,SM1276,0,,F,0,BP4,12.83,12.78,10.6,18.58,72,24.1,,,,,,,,,,U,,,,swollen feet
,,22-Feb-19,,EG-beach,FUL,SM085,0,,U,0,BP0,8.46,7.65,6.25,17.81,58,13.5,,,,,,,,,,R,,,,missing nail and toe
,,22-Feb-19,,EG-beach,FOR,,0,,M,5,,11.86,11.18,8.86,18.31,66,19.1,,,,,,,,,,R,,,,"long beak, not banded"
,,22-Feb-19,,EG-beach,CRA,SM1277,0,,M,2,,11.24,11.95,10.06,26.34,83,31.4,,,,,,,,,,I,,,,small lesion
,,22-Feb-19,,EG-beach,FOR,SM1278,0,,F,0,BP5,10.62,10.6,9.11,19.89,68.5,19.7,,,,,,,,,,I,,,,very small lesion on toe
,,22-Feb-19,,EG-beach,FUL,SM086,0,,F,0,BP4,8.52,7.98,6.61,17.36,60.5,,,,,,,,,,,U,,,,
,,22-Feb-19,,EG-beach,FUL,SM087,0,,M,4,,9.81,7.64,6.58,18.33,62.5,15.3,,,,,,,,,,U,,,,molting primaries
,,22-Feb-19,,EG-beach,GAMO,DC772,0,,M,,CP,16.42,,,32.03,112,44.5,,,,,,,,,,U,,,,
,,22-Feb-19,,EG-beach,FUL,SM088,0,,M,5,,8.82,8.04,6.91,18.83,64.5,15.7,,,,,,,,,,R,,,,missing hallux claw
,,22-Feb-19,,EG-beach,FUL,SM089,0,,F,0,BP4,8.82,7.56,6.86,18.37,60.5,13.9,,,,,,,,,,I,,,,small lesions on feet
,,22-Feb-19,,EG-beach,FUL,SM090,0,,F,0,BP4,9.38,7.43,6.76,19,59.5,12.1,,,,,,,,,,U,,,,
,,22-Feb-19,,EG-beach,FUL,SM091,0,,M,4,,8.43,7.12,6.23,18.08,61.5,15.7,,,,,,,,,,I,,,,small lesions
,,22-Feb-19,,EG-beach,FUL,SM092,0,,F,0,BP3,9.38,7.92,7.06,17.33,59.5,16,,,,,,,,,,U,,,,
,,22-Feb-19,,EG-beach,FOR,SM1279,0,,F,0,BP4,12.8,12.08,9.16,19.94,66,22,,,,,,,,,,U,,,,molting tail
,,22-Feb-19,,EG-beach,FUL,SM093,0,,F,0,BP4,9.07,7.3,6.41,17.69,69.5,16,,,,,,,,,,I,,,,
,,22-Feb-19,,EG-beach,FUL,SM094,0,,M,4,,8.97,8.15,7.05,17.24,62,13.4,,,,,,,,,,U,,,,
,,22-Feb-19,,EG-beach,FUL,SM095,0,,M,5,,9.15,8.55,7.3,18.08,61.5,15.5,,,,,,,,,,I,,,,lesion on leg and toes
,,25-Feb-19,,EG-AZ,FOR,SM096,0,,F,0,BP5,12.08,10.4,8.61,19.79,66,21.6,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FOR,SM1280,0,,F,0,BP3,13.06,12.91,10.79,19.82,72,25.7,,,,,,,,,,R,,,,"Swollen foot, missing nail"
,,25-Feb-19,,EG-AZ,FOR,SM1281,0,,F,0,BP4,10.69,11.12,9.15,19.08,66.5,20.8,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,MAG,SM1282,0,,M,2,,13.4,15.98,12.47,20.72,70.5,27.2,,,,,,,,,,I,,,,recently lost toe
,,25-Feb-19,,EG-AZ,MAG,SM1283,0,,F,0,,15.07,15.61,13.22,23.25,76,29.1,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FUL,SM097,0,,F,0,,8.52,7.39,7.16,19.55,61,14.2,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FUL,SM098,0,,M,5,,8.21,6.67,6.97,17.97,61,12.7,,,,,,,,,,I,,,,Many lesions and deformed toes
,,25-Feb-19,,EG-AZ,FUL,SM099,0,,F,0,BP5,8.48,6.9,6.28,18.95,56,13.8,,,,,,,,,,U,,,,molting
,,25-Feb-19,,EG-AZ,FOR,LF0493,1,,M,1,,11.45,10.87,9.86,18.94,69,21.7,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FOR,no band,0,,F,0,BP3,10.89,11.05,9.52,18.44,65,20.2,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FUL,SM100,0,,M,4,,8.46,7.97,7.27,19.1,60.5,14.8,,,,,,,,,,U,,,,molting tail
,,25-Feb-19,,EG-AZ,FOR,SM1284,0,,F,0,,11.16,10.07,8.73,22.35,67,21.2,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FOR,SM1285,0,,F,0,BP4,12.42,11.62,10.31,23.56,67.5,24.9,,,,,,,,,,U,,,,molting tail
,,25-Feb-19,,EG-AZ,FOR,SM1286,0,,M,3,,12.81,13.23,11.04,23.11,72,25.2,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FUL,SM101,0,,F,0,,9.31,7.14,6.6,18.53,60,14.8,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,GAMO,DC773,0,RSOBk,M,,,15.26,,,32.79,104.5,43.5,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FOR,JP5274,1,PiS-W,F,0,BP4,10.79,10.43,7.89,18.08,65,19.5,,,,,,,,,,R,,,,
,,25-Feb-19,,EG-AZ,FOR,SM1287,0,,U,0,BP0,10.96,10.62,9.13,19.66,64.5,19.1,,,,,,,,,,I,,,,Large lesion on foot
,,25-Feb-19,,EG-AZ,FUL,SM102,0,,F,0,BP4,8.27,7.23,6.61,20.28,60,15.6,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FUL,SM103,0,,M,2,,8.36,8.06,6.57,14.87,61.5,15.8,,,,,,,,,,R,,,,missing nail
,,25-Feb-19,,EG-AZ,GAMO,DC551,1,,M,,,16.31,,,33.49,109,48.3,,,,,,,,,,U,,,,
,,25-Feb-19,,EG-AZ,FOR,SM1288,0,,M,5,,11.88,11.01,9.97,21.46,71,22.6,,,,,,,,,,R,,,,molting
,,25-Feb-19,,EG-AZ,FOR,NO band,0,,F,0,,12.02,11.31,9.29,21.98,,20.2,,,,,,,,,,U,,,,Sarah measured
